source,target,source_lexname,target_lexname,lexical_function
ls:fr:node:47729,ls:fr:node:35390,visite médicale,effectuer,Oper1
ls:fr:node:47729,ls:fr:node:41942,visite médicale,passer,Oper1
ls:fr:node:47729,ls:fr:node:48249,visite médicale,se soumettre,Oper1
ls:fr:node:47729,ls:fr:node:29510,visite médicale,subir,Oper1
ls:fr:node:47745,ls:fr:node:35390,visite,effectuer,Oper1
ls:fr:node:47910,ls:fr:node:33605,manche,actionner,Oper1
ls:fr:node:47910,ls:fr:node:29761,manche,utiliser,Oper1
ls:fr:node:48164,ls:fr:node:56691,la tête ailleurs,avoir,Oper1
ls:fr:node:48309,ls:fr:node:32623,voile,mettre,Oper1
ls:fr:node:48309,ls:fr:node:41633,voile,jeter,Oper1
ls:fr:node:48469,ls:fr:node:56691,pêche,avoir,Oper1
ls:fr:node:48519,ls:fr:node:39134,vélo d’appartement,faire,Oper1
ls:fr:node:48626,ls:fr:node:51111,animosité,faire preuve,Oper1
ls:fr:node:48626,ls:fr:node:28239,animosité,manifester,Oper1
ls:fr:node:48626,ls:fr:node:44694,animosité,montrer,Oper1
ls:fr:node:48630,ls:fr:node:56691,sentiment,avoir,Oper1
ls:fr:node:48630,ls:fr:node:27370,sentiment,éprouver,Oper1
ls:fr:node:48680,ls:fr:node:34765,bouc émissaire,être,Oper1
ls:fr:node:48680,ls:fr:node:55861,bouc émissaire,servir,Oper1
ls:fr:node:48719,ls:fr:node:27429,cadavre,être,Oper1
ls:fr:node:48744,ls:fr:node:39134,vacherie,faire,Oper1
ls:fr:node:48870,ls:fr:node:38625,ciné,se faire,Oper1
ls:fr:node:48964,ls:fr:node:56691,maladie,avoir,Oper1
ls:fr:node:48966,ls:fr:node:56691,maladie,avoir,Oper1
ls:fr:node:48998,ls:fr:node:39134,badminton,faire,Oper1
ls:fr:node:48998,ls:fr:node:39115,badminton,jouer,Oper1
ls:fr:node:49002,ls:fr:node:39134,badminton,faire,Oper1
ls:fr:node:49002,ls:fr:node:38625,badminton,se faire,Oper1
ls:fr:node:49047,ls:fr:node:31627,bagarreur,se bagarrer,Oper1
ls:fr:node:49048,ls:fr:node:31627,bagarreuse,se bagarrer,Oper1
ls:fr:node:49161,ls:fr:node:56691,maladie,avoir,Oper1
ls:fr:node:49268,ls:fr:node:56691,maladie honteuse,avoir,Oper1
ls:fr:node:49268,ls:fr:node:50447,maladie honteuse,souffrir,Oper1
ls:fr:node:49295,ls:fr:node:56691,maladie,avoir,Oper1
ls:fr:node:49302,ls:fr:node:39509,dentition,faire,Oper1
ls:fr:node:49324,ls:fr:node:39509,tête-à-queue,faire,Oper1
ls:fr:node:49325,ls:fr:node:39134,tête-à-queue,faire,Oper1
ls:fr:node:49352,ls:fr:node:39134,études,faire,Oper1
ls:fr:node:49449,ls:fr:node:39134,table rase,faire,Oper1
ls:fr:node:49873,ls:fr:node:39509,fausse route,faire,Oper1
ls:fr:node:50107,ls:fr:node:47679,coup de feu,tirer,Oper1
ls:fr:node:50140,ls:fr:node:56691,coup de sang,avoir,Oper1
ls:fr:node:50305,ls:fr:node:39134,vélo elliptique,faire,Oper1
ls:fr:node:50540,ls:fr:node:46405,rapport,établir,Oper1
ls:fr:node:50540,ls:fr:node:39134,rapport,faire,Oper1
ls:fr:node:50566,ls:fr:node:27370,humiliation,éprouver,Oper1
ls:fr:node:50566,ls:fr:node:29223,humiliation,ressentir,Oper1
ls:fr:node:50642,ls:fr:node:56691,tuberculose,avoir,Oper1
ls:fr:node:50642,ls:fr:node:50447,tuberculose,souffrir,Oper1
ls:fr:node:50785,ls:fr:node:47775,service,rendre,Oper1
ls:fr:node:51127,ls:fr:node:56691,compassion,avoir,Oper1
ls:fr:node:51127,ls:fr:node:27370,compassion,éprouver,Oper1
ls:fr:node:51127,ls:fr:node:29223,compassion,ressentir,Oper1
ls:fr:node:51127,ls:fr:node:51111,compassion,faire preuve,Oper1
ls:fr:node:51127,ls:fr:node:28239,compassion,manifester,Oper1
ls:fr:node:51127,ls:fr:node:44694,compassion,montrer,Oper1
ls:fr:node:51239,ls:fr:node:39509,prédiction,faire,Oper1
ls:fr:node:51239,ls:fr:node:31751,prédiction,lancer,Oper1
ls:fr:node:51256,ls:fr:node:56691,priorité,avoir,Oper1
ls:fr:node:51312,ls:fr:node:51310,messe de minuit,célébrer,Oper1
ls:fr:node:51312,ls:fr:node:27137,messe de minuit,dire,Oper1
ls:fr:node:51314,ls:fr:node:51310,office,célébrer,Oper1
ls:fr:node:51349,ls:fr:node:26516,tasse,boire,Oper1
ls:fr:node:51397,ls:fr:node:43974,honneurs de la presse,avoir,Oper1
ls:fr:node:51397,ls:fr:node:35138,honneurs de la presse,recevoir,Oper1
ls:fr:node:52009,ls:fr:node:56691,plaisir,avoir,Oper1
ls:fr:node:52009,ls:fr:node:27370,plaisir,éprouver,Oper1
ls:fr:node:52009,ls:fr:node:29223,plaisir,ressentir,Oper1
ls:fr:node:52009,ls:fr:node:55113,plaisir,goûter,Oper1
ls:fr:node:52530,ls:fr:node:56691,frayeur,avoir,Oper1
ls:fr:node:52530,ls:fr:node:27370,frayeur,éprouver,Oper1
ls:fr:node:52530,ls:fr:node:29223,frayeur,ressentir,Oper1
ls:fr:node:52635,ls:fr:node:56691,main verte,avoir,Oper1
ls:fr:node:52799,ls:fr:node:56691,déprime,avoir,Oper1
ls:fr:node:52799,ls:fr:node:27370,déprime,éprouver,Oper1
ls:fr:node:52799,ls:fr:node:29223,déprime,ressentir,Oper1
ls:fr:node:52873,ls:fr:node:27370,contentement,éprouver,Oper1
ls:fr:node:52873,ls:fr:node:29223,contentement,ressentir,Oper1
ls:fr:node:52874,ls:fr:node:56691,satisfaction,avoir,Oper1
ls:fr:node:52874,ls:fr:node:27370,satisfaction,éprouver,Oper1
ls:fr:node:52874,ls:fr:node:29223,satisfaction,ressentir,Oper1
ls:fr:node:52874,ls:fr:node:55113,satisfaction,goûter,Oper1
ls:fr:node:53252,ls:fr:node:56691,amour,avoir,Oper1
ls:fr:node:53252,ls:fr:node:27370,amour,éprouver,Oper1
ls:fr:node:53252,ls:fr:node:56763,amour,porter,Oper1
ls:fr:node:53252,ls:fr:node:29223,amour,ressentir,Oper1
ls:fr:node:53262,ls:fr:node:56691,mépris,avoir,Oper1
ls:fr:node:53262,ls:fr:node:27370,mépris,éprouver,Oper1
ls:fr:node:53262,ls:fr:node:29223,mépris,ressentir,Oper1
ls:fr:node:53354,ls:fr:node:53356,devinette,poser,Oper1
ls:fr:node:53375,ls:fr:node:27370,ravissement,éprouver,Oper1
ls:fr:node:53375,ls:fr:node:29223,ravissement,ressentir,Oper1
ls:fr:node:53375,ls:fr:node:55113,ravissement,goûter,Oper1
ls:fr:node:53524,ls:fr:node:56691,cafard,avoir,Oper1
ls:fr:node:53524,ls:fr:node:27370,cafard,éprouver,Oper1
ls:fr:node:53524,ls:fr:node:29223,cafard,ressentir,Oper1
ls:fr:node:53541,ls:fr:node:50447,mélancolie,souffrir,Oper1
ls:fr:node:53542,ls:fr:node:56691,mélancolie,avoir,Oper1
ls:fr:node:53542,ls:fr:node:27370,mélancolie,éprouver,Oper1
ls:fr:node:53542,ls:fr:node:29223,mélancolie,ressentir,Oper1
ls:fr:node:53543,ls:fr:node:26669,mélancolie,causer,Oper1
ls:fr:node:53543,ls:fr:node:53627,mélancolie,inspirer,Oper1
ls:fr:node:53543,ls:fr:node:44107,mélancolie,susciter,Oper1
ls:fr:node:53666,ls:fr:node:28341,bâtons dans les roues,mettre,Oper1
ls:fr:node:53666,ls:fr:node:28021,bâtons dans les roues,jeter,Oper1
ls:fr:node:53666,ls:fr:node:45516,bâtons dans les roues,foutre,Oper1
ls:fr:node:53722,ls:fr:node:44351,coup d’œil,jeter,Oper1
ls:fr:node:53722,ls:fr:node:31753,coup d’œil,lancer,Oper1
ls:fr:node:53727,ls:fr:node:34128,coup de pied,donner,Oper1
ls:fr:node:53764,ls:fr:node:33916,sermon,prononcer,Oper1
ls:fr:node:53764,ls:fr:node:39134,sermon,faire,Oper1
ls:fr:node:53774,ls:fr:node:56691,nausée,avoir,Oper1
ls:fr:node:53774,ls:fr:node:27370,nausée,éprouver,Oper1
ls:fr:node:53774,ls:fr:node:29223,nausée,ressentir,Oper1
ls:fr:node:53775,ls:fr:node:56691,nausée,avoir,Oper1
ls:fr:node:53775,ls:fr:node:27370,nausée,éprouver,Oper1
ls:fr:node:53775,ls:fr:node:29223,nausée,ressentir,Oper1
ls:fr:node:53806,ls:fr:node:56691,bronchite,avoir,Oper1
ls:fr:node:53806,ls:fr:node:50447,bronchite,souffrir,Oper1
ls:fr:node:53835,ls:fr:node:26837,putsch,commettre,Oper1
ls:fr:node:53835,ls:fr:node:39134,putsch,faire,Oper1
ls:fr:node:53835,ls:fr:node:39361,putsch,perpétrer,Oper1
ls:fr:node:53909,ls:fr:node:26837,violence,commettre,Oper1
ls:fr:node:53914,ls:fr:node:41633,lumière,jeter,Oper1
ls:fr:node:53914,ls:fr:node:39134,lumière,faire,Oper1
ls:fr:node:53917,ls:fr:node:39134,excentricité,faire,Oper1
ls:fr:node:53917,ls:fr:node:36320,excentricité,se livrer,Oper1
ls:fr:node:53920,ls:fr:node:56691,accident vasculaire cérébral,avoir,Oper1
ls:fr:node:53942,ls:fr:node:53941,tour,jouer,Oper1
ls:fr:node:53956,ls:fr:node:56691,pneumonie,avoir,Oper1
ls:fr:node:53956,ls:fr:node:50447,pneumonie,souffrir,Oper1
ls:fr:node:53960,ls:fr:node:26434,beaux restes,avoir,Oper1
ls:fr:node:53961,ls:fr:node:26434,beaux restes,avoir,Oper1
ls:fr:node:53962,ls:fr:node:26434,beaux restes,avoir,Oper1
ls:fr:node:53987,ls:fr:node:56691,atomes crochus,avoir,Oper1
ls:fr:node:54045,ls:fr:node:39134,blague,faire,Oper1
ls:fr:node:54046,ls:fr:node:39134,poisson d’avril,faire,Oper1
ls:fr:node:54052,ls:fr:node:39134,doigt d’honneur,faire,Oper1
ls:fr:node:54067,ls:fr:node:56691,bougeotte,avoir,Oper1
ls:fr:node:54068,ls:fr:node:56691,bon pied bon œil,avoir,Oper1
ls:fr:node:54100,ls:fr:node:43932,deux poids et deux mesures,avoir,Oper1
ls:fr:node:54100,ls:fr:node:39134,deux poids et deux mesures,faire,Oper1
ls:fr:node:54120,ls:fr:node:39134,jeu de mots,faire,Oper1
ls:fr:node:54121,ls:fr:node:27137,calembour,dire,Oper1
ls:fr:node:54121,ls:fr:node:39134,calembour,faire,Oper1
ls:fr:node:54165,ls:fr:node:56691,descente,avoir,Oper1
ls:fr:node:54206,ls:fr:node:56691,le cul entre deux chaises,avoir,Oper1
ls:fr:node:54272,ls:fr:node:27370,curiosité,éprouver,Oper1
ls:fr:node:54272,ls:fr:node:29223,curiosité,ressentir,Oper1
ls:fr:node:54312,ls:fr:node:38937,recul,prendre,Oper1
ls:fr:node:54316,ls:fr:node:39134,méchanceté,faire,Oper1
ls:fr:node:54317,ls:fr:node:47640,méchanceté,dire,Oper1
ls:fr:node:54318,ls:fr:node:47640,vacherie,dire,Oper1
ls:fr:node:54318,ls:fr:node:45856,vacherie,sortir,Oper1
ls:fr:node:54321,ls:fr:node:56691,emprise,avoir,Oper1
ls:fr:node:54321,ls:fr:node:39277,emprise,exercer,Oper1
ls:fr:node:54382,ls:fr:node:45204,haro,mettre,Oper1
ls:fr:node:54481,ls:fr:node:56691,reconnaissance,avoir,Oper1
ls:fr:node:54481,ls:fr:node:27370,reconnaissance,éprouver,Oper1
ls:fr:node:54481,ls:fr:node:29223,reconnaissance,ressentir,Oper1
ls:fr:node:54496,ls:fr:node:39134,saut,faire,Oper1
ls:fr:node:54539,ls:fr:node:35390,bilan,effectuer,Oper1
ls:fr:node:54539,ls:fr:node:39118,bilan,pratiquer,Oper1
ls:fr:node:54539,ls:fr:node:40869,bilan,réaliser,Oper1
ls:fr:node:54539,ls:fr:node:46405,bilan,établir,Oper1
ls:fr:node:54539,ls:fr:node:50944,bilan,compléter,Oper1
ls:fr:node:54707,ls:fr:node:56691,le pied au plancher,avoir,Oper1
ls:fr:node:54719,ls:fr:node:56691,gale,avoir,Oper1
ls:fr:node:54719,ls:fr:node:50447,gale,souffrir,Oper1
ls:fr:node:55144,ls:fr:node:56691,nostalgie,avoir,Oper1
ls:fr:node:55144,ls:fr:node:27370,nostalgie,éprouver,Oper1
ls:fr:node:55144,ls:fr:node:29223,nostalgie,ressentir,Oper1
ls:fr:node:55144,ls:fr:node:50447,nostalgie,souffrir,Oper1
ls:fr:node:55214,ls:fr:node:56691,horreur,avoir,Oper1
ls:fr:node:55214,ls:fr:node:27370,horreur,éprouver,Oper1
ls:fr:node:55214,ls:fr:node:29223,horreur,ressentir,Oper1
ls:fr:node:55218,ls:fr:node:27370,manque,éprouver,Oper1
ls:fr:node:55218,ls:fr:node:29223,manque,ressentir,Oper1
ls:fr:node:55298,ls:fr:node:39134,promenade,faire,Oper1
ls:fr:node:55317,ls:fr:node:47679,feu d’artifice,tirer,Oper1
ls:fr:node:55358,ls:fr:node:39134,caca,faire,Oper1
ls:fr:node:55369,ls:fr:node:45514,journal intime,tenir,Oper1
ls:fr:node:55397,ls:fr:node:26204,sacrement,administrer,Oper1
ls:fr:node:55622,ls:fr:node:56691,poil dans la main,avoir,Oper1
ls:fr:node:55630,ls:fr:node:43932,carapace,avoir,Oper1
ls:fr:node:55630,ls:fr:node:43735,carapace,posséder,Oper1
ls:fr:node:55643,ls:fr:node:39134,pompe,faire,Oper1
ls:fr:node:55764,ls:fr:node:41570,mesure,prendre,Oper1
ls:fr:node:55776,ls:fr:node:39509,quarantaine,faire,Oper1
ls:fr:node:55776,ls:fr:node:51515,quarantaine,suivre,Oper1
ls:fr:node:55776,ls:fr:node:41447,quarantaine,être,Oper1
ls:fr:node:55785,ls:fr:node:47775,honneur,rendre,Oper1
ls:fr:node:55919,ls:fr:node:56691,cancer du sein,avoir,Oper1
ls:fr:node:55919,ls:fr:node:50447,cancer du sein,souffrir,Oper1
ls:fr:node:55920,ls:fr:node:56691,carcinome,avoir,Oper1
ls:fr:node:55920,ls:fr:node:50447,carcinome,souffrir,Oper1
ls:fr:node:55922,ls:fr:node:56691,carcinome mammaire,avoir,Oper1
ls:fr:node:55922,ls:fr:node:50447,carcinome mammaire,souffrir,Oper1
ls:fr:node:55988,ls:fr:node:45511,coup de couteau,asséner,Oper1
ls:fr:node:55988,ls:fr:node:34128,coup de couteau,donner,Oper1
ls:fr:node:56417,ls:fr:node:42686,mesure,prendre,Oper1
ls:fr:node:56425,ls:fr:node:56691,rêve,avoir,Oper1
ls:fr:node:56425,ls:fr:node:39509,rêve,faire,Oper1
ls:fr:node:56440,ls:fr:node:39509,promesse,faire,Oper1
ls:fr:node:56456,ls:fr:node:53053,résistance,appartenir,Oper1
ls:fr:node:56456,ls:fr:node:38628,résistance,faire partie,Oper1
ls:fr:node:56457,ls:fr:node:53053,Résistance,appartenir,Oper1
ls:fr:node:56457,ls:fr:node:38628,Résistance,faire partie,Oper1
ls:fr:node:56472,ls:fr:node:56691,empathie,avoir,Oper1
ls:fr:node:56472,ls:fr:node:27370,empathie,éprouver,Oper1
ls:fr:node:56472,ls:fr:node:29223,empathie,ressentir,Oper1
ls:fr:node:56472,ls:fr:node:51111,empathie,faire preuve,Oper1
ls:fr:node:56472,ls:fr:node:28239,empathie,manifester,Oper1
ls:fr:node:56472,ls:fr:node:44694,empathie,montrer,Oper1
ls:fr:node:56476,ls:fr:node:56691,apitoiement,avoir,Oper1
ls:fr:node:56476,ls:fr:node:27370,apitoiement,éprouver,Oper1
ls:fr:node:56476,ls:fr:node:29223,apitoiement,ressentir,Oper1
ls:fr:node:56479,ls:fr:node:56691,apitoiement,avoir,Oper1
ls:fr:node:56479,ls:fr:node:27370,apitoiement,éprouver,Oper1
ls:fr:node:56479,ls:fr:node:29223,apitoiement,ressentir,Oper1
ls:fr:node:56544,ls:fr:node:43932,cornes,avoir,Oper1
ls:fr:node:56544,ls:fr:node:43735,cornes,posséder,Oper1
ls:fr:node:56588,ls:fr:node:39134,citation,faire,Oper1
ls:fr:node:56591,ls:fr:node:56691,haine,avoir,Oper1
ls:fr:node:56591,ls:fr:node:27370,haine,éprouver,Oper1
ls:fr:node:56591,ls:fr:node:29223,haine,ressentir,Oper1
ls:fr:node:56694,ls:fr:node:56691,maladie mentale,avoir,Oper1
ls:fr:node:56694,ls:fr:node:50447,maladie mentale,souffrir,Oper1
ls:fr:node:56697,ls:fr:node:56691,maladie vénérienne,avoir,Oper1
ls:fr:node:56697,ls:fr:node:50447,maladie vénérienne,souffrir,Oper1
ls:fr:node:56700,ls:fr:node:56691,jaunisse,avoir,Oper1
ls:fr:node:56700,ls:fr:node:50447,jaunisse,souffrir,Oper1
ls:fr:node:56701,ls:fr:node:56691,ictère,avoir,Oper1
ls:fr:node:56701,ls:fr:node:50447,ictère,souffrir,Oper1
ls:fr:node:56702,ls:fr:node:56691,étonnement,avoir,Oper1
ls:fr:node:56702,ls:fr:node:27370,étonnement,éprouver,Oper1
ls:fr:node:56702,ls:fr:node:29223,étonnement,ressentir,Oper1
ls:fr:node:56760,ls:fr:node:56763,jugement,porter,Oper1
ls:fr:node:26291,ls:fr:node:43932,ami,avoir,Oper2
ls:fr:node:26291,ls:fr:node:43735,ami,posséder,Oper2
ls:fr:node:26709,ls:fr:node:29510,chantage,subir,Oper2
ls:fr:node:27309,ls:fr:node:43932,ennemi,avoir,Oper2
ls:fr:node:27791,ls:fr:node:53627,haine,inspirer,Oper2
ls:fr:node:27791,ls:fr:node:44107,haine,susciter,Oper2
ls:fr:node:28495,ls:fr:node:43932,nom,avoir,Oper2
ls:fr:node:28495,ls:fr:node:55302,nom,porter,Oper2
ls:fr:node:28514,ls:fr:node:55145,nouvelle,accueillir,Oper2
ls:fr:node:28527,ls:fr:node:32624,numéro,porter,Oper2
ls:fr:node:28542,ls:fr:node:37381,occupation,s’occuper,Oper2
ls:fr:node:28764,ls:fr:node:51425,peur,faire,Oper2
ls:fr:node:28764,ls:fr:node:51426,peur,apeurer,Oper2
ls:fr:node:28834,ls:fr:node:38679,pluie,être,Oper2
ls:fr:node:28834,ls:fr:node:38831,pluie,essuyer,Oper2
ls:fr:node:28834,ls:fr:node:41629,pluie,recevoir,Oper2
ls:fr:node:28938,ls:fr:node:43932,prénom,avoir,Oper2
ls:fr:node:28938,ls:fr:node:55302,prénom,porter,Oper2
ls:fr:node:28938,ls:fr:node:41866,prénom,se prénommer,Oper2
ls:fr:node:28938,ls:fr:node:37194,prénom,se nommer,Oper2
ls:fr:node:28972,ls:fr:node:39248,problème,avoir,Oper2
ls:fr:node:28972,ls:fr:node:56528,problème,faire face,Oper2
ls:fr:node:29198,ls:fr:node:26854,repas,composer,Oper2
ls:fr:node:29198,ls:fr:node:39411,repas,constituer,Oper2
ls:fr:node:29968,ls:fr:node:39317,bien,faire,Oper2
ls:fr:node:29968,ls:fr:node:26669,bien,causer,Oper2
ls:fr:node:30552,ls:fr:node:26669,déception,causer,Oper2
ls:fr:node:30552,ls:fr:node:37261,déception,infliger,Oper2
ls:fr:node:30552,ls:fr:node:37264,déception,provoquer,Oper2
ls:fr:node:30552,ls:fr:node:27009,déception,décevoir,Oper2
ls:fr:node:30552,ls:fr:node:37266,déception,réserver,Oper2
ls:fr:node:30718,ls:fr:node:29130,félicitations,recevoir,Oper2
ls:fr:node:30857,ls:fr:node:43932,ami,avoir,Oper2
ls:fr:node:30857,ls:fr:node:34026,ami,disposer,Oper2
ls:fr:node:30857,ls:fr:node:43735,ami,posséder,Oper2
ls:fr:node:30858,ls:fr:node:43932,ami,avoir,Oper2
ls:fr:node:31057,ls:fr:node:41562,faveurs,bénéficier,Oper2
ls:fr:node:33471,ls:fr:node:40211,antenne,passer,Oper2
ls:fr:node:33471,ls:fr:node:41447,antenne,être,Oper2
ls:fr:node:35109,ls:fr:node:43935,visite,avoir,Oper2
ls:fr:node:35109,ls:fr:node:41629,visite,recevoir,Oper2
ls:fr:node:35440,ls:fr:node:41548,exigence,exiger,Oper2
ls:fr:node:38267,ls:fr:node:39700,forme,prendre,Oper2
ls:fr:node:38365,ls:fr:node:38826,savon,prendre,Oper2
ls:fr:node:38365,ls:fr:node:38973,savon,se prendre,Oper2
ls:fr:node:38365,ls:fr:node:41629,savon,recevoir,Oper2
ls:fr:node:38388,ls:fr:node:39052,corps,constituer,Oper2
ls:fr:node:39156,ls:fr:node:29510,chantage,subir,Oper2
ls:fr:node:39246,ls:fr:node:34765,famille,être,Oper2
ls:fr:node:39532,ls:fr:node:38516,oreille,trouver,Oper2
ls:fr:node:39532,ls:fr:node:34801,oreille,rencontrer,Oper2
ls:fr:node:39595,ls:fr:node:34765,sport,être,Oper2
ls:fr:node:39926,ls:fr:node:39134,toilette,faire,Oper2
ls:fr:node:39926,ls:fr:node:41832,toilette,procéder,Oper2
ls:fr:node:39927,ls:fr:node:39134,toilette,faire,Oper2
ls:fr:node:39959,ls:fr:node:26181,toilette,accomplir,Oper2
ls:fr:node:39959,ls:fr:node:35390,toilette,effectuer,Oper2
ls:fr:node:39959,ls:fr:node:39134,toilette,faire,Oper2
ls:fr:node:39959,ls:fr:node:41832,toilette,procéder,Oper2
ls:fr:node:39959,ls:fr:node:40869,toilette,réaliser,Oper2
ls:fr:node:39960,ls:fr:node:39134,toilette,faire,Oper2
ls:fr:node:39960,ls:fr:node:41832,toilette,procéder,Oper2
ls:fr:node:39960,ls:fr:node:40869,toilette,réaliser,Oper2
ls:fr:node:40569,ls:fr:node:26434,oreilles,avoir,Oper2
ls:fr:node:41198,ls:fr:node:34713,tragédie,vivre,Oper2
ls:fr:node:41198,ls:fr:node:56528,tragédie,faire face,Oper2
ls:fr:node:41978,ls:fr:node:39134,toilette,faire,Oper2
ls:fr:node:41978,ls:fr:node:41832,toilette,procéder,Oper2
ls:fr:node:42059,ls:fr:node:26891,lac,contenir,Oper2
ls:fr:node:42147,ls:fr:node:38679,bocal,être,Oper2
ls:fr:node:42586,ls:fr:node:38831,averse,essuyer,Oper2
ls:fr:node:42586,ls:fr:node:29510,averse,subir,Oper2
ls:fr:node:42697,ls:fr:node:38826,vent,prendre,Oper2
ls:fr:node:42697,ls:fr:node:38973,vent,se prendre,Oper2
ls:fr:node:42928,ls:fr:node:43974,éclair,avoir,Oper2
ls:fr:node:42928,ls:fr:node:30350,éclair,briller,Oper2
ls:fr:node:43664,ls:fr:node:43700,désert,connaître,Oper2
ls:fr:node:43664,ls:fr:node:39838,désert,affronter,Oper2
ls:fr:node:43711,ls:fr:node:41629,coup de coude,recevoir,Oper2
ls:fr:node:44189,ls:fr:node:40300,repas,assister,Oper2
ls:fr:node:44189,ls:fr:node:28668,repas,participer,Oper2
ls:fr:node:45101,ls:fr:node:39509,couleur,faire,Oper2
ls:fr:node:45101,ls:fr:node:45269,couleur,se faire,Oper2
ls:fr:node:45136,ls:fr:node:44788,tempête,pris,Oper2
ls:fr:node:45136,ls:fr:node:38831,tempête,essuyer,Oper2
ls:fr:node:45136,ls:fr:node:29510,tempête,subir,Oper2
ls:fr:node:45136,ls:fr:node:44789,tempête,surpris,Oper2
ls:fr:node:45140,ls:fr:node:44952,tempête,tempêter,Oper2
ls:fr:node:45790,ls:fr:node:54535,carton rouge,écoper,Oper2
ls:fr:node:45790,ls:fr:node:38826,carton rouge,prendre,Oper2
ls:fr:node:45790,ls:fr:node:41629,carton rouge,recevoir,Oper2
ls:fr:node:45790,ls:fr:node:38973,carton rouge,se prendre,Oper2
ls:fr:node:46139,ls:fr:node:43932,train,avoir,Oper2
ls:fr:node:53502,ls:fr:node:48689,coup de feu,subir,Oper2
ls:fr:node:53727,ls:fr:node:41629,coup de pied,recevoir,Oper2
ls:fr:node:53774,ls:fr:node:42745,nausée,donner,Oper2
ls:fr:node:53775,ls:fr:node:42745,nausée,donner,Oper2
ls:fr:node:53909,ls:fr:node:29510,violence,subir,Oper2
ls:fr:node:54105,ls:fr:node:39248,problème,avoir,Oper2
ls:fr:node:54105,ls:fr:node:56528,problème,faire face,Oper2
ls:fr:node:54926,ls:fr:node:43932,nom de famille,avoir,Oper2
ls:fr:node:54926,ls:fr:node:55302,nom de famille,porter,Oper2
ls:fr:node:54926,ls:fr:node:37194,nom de famille,se nommer,Oper2
ls:fr:node:55301,ls:fr:node:43932,nom,avoir,Oper2
ls:fr:node:55301,ls:fr:node:55302,nom,porter,Oper2
ls:fr:node:55301,ls:fr:node:37194,nom,se nommer,Oper2
ls:fr:node:55988,ls:fr:node:41629,coup de couteau,recevoir,Oper2
ls:fr:node:55988,ls:fr:node:38826,coup de couteau,prendre,Oper2
ls:fr:node:56392,ls:fr:node:43932,nom,avoir,Oper2
ls:fr:node:56510,ls:fr:node:34713,conte de fées,vivre,Oper2
ls:fr:node:56591,ls:fr:node:53627,haine,inspirer,Oper2
ls:fr:node:56591,ls:fr:node:44107,haine,susciter,Oper2
ls:fr:node:56702,ls:fr:node:27423,étonnement,étonner,Oper2
ls:fr:node:56703,ls:fr:node:39248,souci,avoir,Oper2
ls:fr:node:56703,ls:fr:node:56528,souci,faire face,Oper2
ls:fr:node:27791,ls:fr:node:53627,haine,inspirer,Oper3
ls:fr:node:27791,ls:fr:node:37264,haine,provoquer,Oper3
ls:fr:node:27791,ls:fr:node:44107,haine,susciter,Oper3
ls:fr:node:30718,ls:fr:node:34767,félicitations,valoir,Oper3
ls:fr:node:42595,ls:fr:node:41629,pluie,recevoir,Oper3
ls:fr:node:42595,ls:fr:node:38831,pluie,essuyer,Oper3
ls:fr:node:42595,ls:fr:node:39838,pluie,affronter,Oper3
ls:fr:node:45140,ls:fr:node:29510,tempête,subir,Oper3
ls:fr:node:45140,ls:fr:node:38831,tempête,essuyer,Oper3
ls:fr:node:45790,ls:fr:node:34767,carton rouge,valoir,Oper3
ls:fr:node:54539,ls:fr:node:47734,bilan,passer,Oper3
ls:fr:node:56591,ls:fr:node:53627,haine,inspirer,Oper3
ls:fr:node:56591,ls:fr:node:37264,haine,provoquer,Oper3
ls:fr:node:56591,ls:fr:node:44107,haine,susciter,Oper3
